##Sequence_ID	Hit_Coordinates	NCBI_Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass	Markers_Hit
SRR172903.755787 USI-EAS376:2:9:1022:1068 length=75	2.73	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.142730615681	concat
SRR172903.755787 USI-EAS376:2:9:1022:1068 length=75	2.73	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142464690106	concat
SRR172903.755787 USI-EAS376:2:9:1022:1068 length=75	2.73	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142199225481	concat
SRR172903.755787 USI-EAS376:2:9:1022:1068 length=75	2.73	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.141693756504	concat
SRR172903.755787 USI-EAS376:2:9:1022:1068 length=75	2.73	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.07153488706	concat
SRR172903.755787 USI-EAS376:2:9:1022:1068 length=75	2.73	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.07153488706	concat
SRR172903.513882 USI-EAS376:2:6:1311:965 length=75	1.75	1279	genus	STAPHYLOCOCCUS	0.186861884520374	concat
SRR172903.513882 USI-EAS376:2:6:1311:965 length=75	1.75	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.180631895771361	concat
SRR172903.513882 USI-EAS376:2:6:1311:965 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.171841394527344	concat
SRR172903.513882 USI-EAS376:2:6:1311:965 length=75	1.75	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.116234855993232	concat
SRR172903.513882 USI-EAS376:2:6:1311:965 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.11487098586723	concat
SRR172903.513882 USI-EAS376:2:6:1311:965 length=75	1.75	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.114651191582229	concat
SRR172903.513882 USI-EAS376:2:6:1311:965 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0574538958691149	concat
SRR172903.513882 USI-EAS376:2:6:1311:965 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0574538958691149	concat
SRR172903.990232 USI-EAS376:2:12:777:1779 length=75	4.69	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.284642087411	concat
SRR172903.990232 USI-EAS376:2:12:777:1779 length=75	4.69	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.143585460578	concat
SRR172903.990232 USI-EAS376:2:12:777:1779 length=75	4.69	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.143441617228	concat
SRR172903.990232 USI-EAS376:2:12:777:1779 length=75	4.69	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.142967762167	concat
SRR172903.990232 USI-EAS376:2:12:777:1779 length=75	4.69	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.142939093629	concat
SRR172903.990232 USI-EAS376:2:12:777:1779 length=75	4.69	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.142423978987	concat
SRR172903.13202 USI-EAS376:2:1:274:561 length=75	2.73	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.571655764793	concat
SRR172903.13202 USI-EAS376:2:1:274:561 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.285592120844	concat
SRR172903.13202 USI-EAS376:2:1:274:561 length=75	2.73	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.142752114363	concat
SRR172903.200927 USI-EAS376:2:3:390:1363 length=75	2.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.298700885341	concat
SRR172903.200927 USI-EAS376:2:3:390:1363 length=75	2.73	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.141840847289	concat
SRR172903.200927 USI-EAS376:2:3:390:1363 length=75	2.73	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.140740471431	concat
SRR172903.200927 USI-EAS376:2:3:390:1363 length=75	2.73	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.140473337634	concat
SRR172903.200927 USI-EAS376:2:3:390:1363 length=75	2.73	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.139522060657	concat
SRR172903.200927 USI-EAS376:2:3:390:1363 length=75	2.73	764544	no rank	STAPHYLOCOCCUS EPIDERMIDIS FRI909	0.138722397648	concat
SRR172903.290153 USI-EAS376:2:4:374:1894 length=75	3.74	1280	species	STAPHYLOCOCCUS AUREUS	0.386213698935614	concat
SRR172903.290153 USI-EAS376:2:4:374:1894 length=75	3.74	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.228376310186772	concat
SRR172903.290153 USI-EAS376:2:4:374:1894 length=75	3.74	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.129022779049871	concat
SRR172903.290153 USI-EAS376:2:4:374:1894 length=75	3.74	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.128197757039872	concat
SRR172903.290153 USI-EAS376:2:4:374:1894 length=75	3.74	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.128189454787872	concat
SRR172903.137520 USI-EAS376:2:2:923:257 length=75	6.74	1074178	no rank	STREPTOCOCCUS MUTANS TCI 267	0.144713642963	concat
SRR172903.137520 USI-EAS376:2:2:923:257 length=75	6.74	1198676	no rank	STREPTOCOCCUS MUTANS GS 5	0.144112406672	concat
SRR172903.137520 USI-EAS376:2:2:923:257 length=75	6.74	1074126	no rank	STREPTOCOCCUS MUTANS TCI 149	0.143668910596	concat
SRR172903.137520 USI-EAS376:2:2:923:257 length=75	6.74	1074155	no rank	STREPTOCOCCUS MUTANS TCI 204	0.142512670306	concat
SRR172903.137520 USI-EAS376:2:2:923:257 length=75	6.74	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.142112814861	concat
SRR172903.137520 USI-EAS376:2:2:923:257 length=75	6.74	857140	no rank	STREPTOCOCCUS MUTANS NVAB	0.142035401384	concat
SRR172903.137520 USI-EAS376:2:2:923:257 length=75	6.74	1074143	no rank	STREPTOCOCCUS MUTANS TCI 176	0.140844153218	concat
SRR172903.227173 USI-EAS376:2:3:905:282 length=75	3.74	1485	genus	CLOSTRIDIUM	0.669203215387665	concat
SRR172903.227173 USI-EAS376:2:3:905:282 length=75	3.74	290402	no rank	CLOSTRIDIUM BEIJERINCKII NCIMB 8052	0.154663005159923	concat
SRR172903.227173 USI-EAS376:2:3:905:282 length=75	3.74	1520	species	CLOSTRIDIUM BEIJERINCKII	0.154663005159923	concat
SRR172903.227173 USI-EAS376:2:3:905:282 length=75	3.74	1196322	species	CLOSTRIDIUM SP. MADDINGLEY MBC34 26	0.0214707742924893	concat
SRR172903.972465 USI-EAS376:2:12:390:644 length=75	1.75	1063	species	RHODOBACTER SPHAEROIDES	0.676100641624061	16s_reps_bac
SRR172903.972465 USI-EAS376:2:12:390:644 length=75	1.75	Unknown	Unknown	Unclassifiable	0.323899358375939	16s_reps_bac
SRR172903.40913 USI-EAS376:2:1:815:260 length=75	3.74	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.148741375406	concat
SRR172903.40913 USI-EAS376:2:1:815:260 length=75	3.74	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.14414863691	concat
SRR172903.40913 USI-EAS376:2:1:815:260 length=75	3.74	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.144042581341	concat
SRR172903.40913 USI-EAS376:2:1:815:260 length=75	3.74	1280	species	STAPHYLOCOCCUS AUREUS	0.140415563378	concat
SRR172903.40913 USI-EAS376:2:1:815:260 length=75	3.74	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.138374634933	concat
SRR172903.40913 USI-EAS376:2:1:815:260 length=75	3.74	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.134016334731	concat
SRR172903.40913 USI-EAS376:2:1:815:260 length=75	3.74	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0751304366505	concat
SRR172903.40913 USI-EAS376:2:1:815:260 length=75	3.74	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0751304366505	concat
SRR172903.915792 USI-EAS376:2:11:888:194 length=75	2.73	364409	genus	GRANULIBACTER	0.29757612096597	hsp70
SRR172903.915792 USI-EAS376:2:11:888:194 length=75	2.73	1051974	no rank	GRANULIBACTER BETHESDENSIS CGDNIH2	0.29757612096597	hsp70
SRR172903.915792 USI-EAS376:2:11:888:194 length=75	2.73	364410	species	GRANULIBACTER BETHESDENSIS	0.29757612096597	hsp70
SRR172903.915792 USI-EAS376:2:11:888:194 length=75	2.73	555793	species	NOVOSPHINGOBIUM SP. RR 2 17	0.0320250234512968	hsp70
SRR172903.915792 USI-EAS376:2:11:888:194 length=75	2.73	165696	genus	NOVOSPHINGOBIUM	0.0309937029225969	hsp70
SRR172903.915792 USI-EAS376:2:11:888:194 length=75	2.73	165695	genus	SPHINGOBIUM	0.0164995520006984	hsp70
SRR172903.915792 USI-EAS376:2:11:888:194 length=75	2.73	627192	species	SPHINGOBIUM SP. SYK 6	0.0164995520006984	hsp70
SRR172903.915792 USI-EAS376:2:11:888:194 length=75	2.73	272568	no rank	GLUCONACETOBACTER DIAZOTROPHICUS PAL 5	0.00562690336339944	hsp70
SRR172903.915792 USI-EAS376:2:11:888:194 length=75	2.73	33996	species	GLUCONACETOBACTER DIAZOTROPHICUS	0.00562690336339944	hsp70
SRR172903.515478 USI-EAS376:2:6:1343:1085 length=75	15.74	1063	species	RHODOBACTER SPHAEROIDES	0.351546623064611	concat
SRR172903.515478 USI-EAS376:2:6:1343:1085 length=75	15.74	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.162300483214097	concat
SRR172903.515478 USI-EAS376:2:6:1343:1085 length=75	15.74	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.162142481699097	concat
SRR172903.515478 USI-EAS376:2:6:1343:1085 length=75	15.74	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.162100921989097	concat
SRR172903.515478 USI-EAS376:2:6:1343:1085 length=75	15.74	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.161909490033097	concat
SRR172903.49662 USI-EAS376:2:1:986:1000 length=75	2.73	1279	genus	STAPHYLOCOCCUS	0.435435293544435	concat
SRR172903.49662 USI-EAS376:2:1:986:1000 length=75	2.73	435838	no rank	STAPHYLOCOCCUS CAPRAE C87	0.141580063337142	concat
SRR172903.49662 USI-EAS376:2:1:986:1000 length=75	2.73	553212	no rank	STAPHYLOCOCCUS CAPITIS SK14	0.141542052231142	concat
SRR172903.49662 USI-EAS376:2:1:986:1000 length=75	2.73	1288	species	STAPHYLOCOCCUS XYLOSUS	0.0704249664160704	concat
SRR172903.49662 USI-EAS376:2:1:986:1000 length=75	2.73	1262650	no rank	STAPHYLOCOCCUS XYLOSUS NJ	0.0704249664160704	concat
SRR172903.49662 USI-EAS376:2:1:986:1000 length=75	2.73	Unknown	Unknown	Unclassifiable	0.140592658055141	concat
SRR172903.72387 USI-EAS376:2:1:1426:416 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.178075918646822	concat
SRR172903.72387 USI-EAS376:2:1:1426:416 length=75	2.73	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.138075735448862	concat
SRR172903.72387 USI-EAS376:2:1:1426:416 length=75	2.73	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.136969112680863	concat
SRR172903.72387 USI-EAS376:2:1:1426:416 length=75	2.73	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.136790367788863	concat
SRR172903.72387 USI-EAS376:2:1:1426:416 length=75	2.73	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.136626705300863	concat
SRR172903.72387 USI-EAS376:2:1:1426:416 length=75	2.73	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.136463212207864	concat
SRR172903.72387 USI-EAS376:2:1:1426:416 length=75	2.73	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0684994739629315	concat
SRR172903.72387 USI-EAS376:2:1:1426:416 length=75	2.73	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0684994739629315	concat
SRR172903.625553 USI-EAS376:2:8:79:937 length=75	1.75	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.846214482651169	concat
SRR172903.625553 USI-EAS376:2:8:79:937 length=75	1.75	1063	species	RHODOBACTER SPHAEROIDES	0.0611533794383122	concat
SRR172903.625553 USI-EAS376:2:8:79:937 length=75	1.75	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.0312045940847062	concat
SRR172903.625553 USI-EAS376:2:8:79:937 length=75	1.75	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.0307257585961061	concat
SRR172903.625553 USI-EAS376:2:8:79:937 length=75	1.75	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.0307017852297061	concat
SRR172903.761927 USI-EAS376:2:9:1151:1009 length=75	3.68	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.294058395968	concat
SRR172903.761927 USI-EAS376:2:9:1151:1009 length=75	3.68	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.142120081053	concat
SRR172903.761927 USI-EAS376:2:9:1151:1009 length=75	3.68	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.141389762117	concat
SRR172903.761927 USI-EAS376:2:9:1151:1009 length=75	3.68	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.141212156787	concat
SRR172903.761927 USI-EAS376:2:9:1151:1009 length=75	3.68	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.140627483378	concat
SRR172903.761927 USI-EAS376:2:9:1151:1009 length=75	3.68	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.140592120697	concat
SRR172903.161898 USI-EAS376:2:2:1391:671 length=75	1.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.443506875795444	concat
SRR172903.161898 USI-EAS376:2:2:1391:671 length=75	1.75	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.143246867861143	concat
SRR172903.161898 USI-EAS376:2:2:1391:671 length=75	1.75	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.139122084982139	concat
SRR172903.161898 USI-EAS376:2:2:1391:671 length=75	1.75	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.138896497292139	concat
SRR172903.161898 USI-EAS376:2:2:1391:671 length=75	1.75	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.135227674069135	concat
SRR172903.967929 USI-EAS376:2:12:296:1780 length=75	3.74	1279	genus	STAPHYLOCOCCUS	0.19069260958	concat
SRR172903.967929 USI-EAS376:2:12:296:1780 length=75	3.74	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.163142366841	concat
SRR172903.967929 USI-EAS376:2:12:296:1780 length=75	3.74	1280	species	STAPHYLOCOCCUS AUREUS	0.153020444312	concat
SRR172903.967929 USI-EAS376:2:12:296:1780 length=75	3.74	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.123386854856	concat
SRR172903.967929 USI-EAS376:2:12:296:1780 length=75	3.74	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.123240298113	concat
SRR172903.967929 USI-EAS376:2:12:296:1780 length=75	3.74	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.123106099266	concat
SRR172903.967929 USI-EAS376:2:12:296:1780 length=75	3.74	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.061705663516	concat
SRR172903.967929 USI-EAS376:2:12:296:1780 length=75	3.74	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.061705663516	concat
SRR172903.137315 USI-EAS376:2:2:918:658 length=75	3.71	1309	species	STREPTOCOCCUS MUTANS	1	concat
SRR172903.917204 USI-EAS376:2:11:922:117 length=75	2.73	1063	species	RHODOBACTER SPHAEROIDES	0.389780453583178	concat
SRR172903.917204 USI-EAS376:2:11:922:117 length=75	2.73	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.173275139438035	concat
SRR172903.917204 USI-EAS376:2:11:922:117 length=75	2.73	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.173185385395035	concat
SRR172903.917204 USI-EAS376:2:11:922:117 length=75	2.73	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.172909250361035	concat
SRR172903.917204 USI-EAS376:2:11:922:117 length=75	2.73	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.0908497712227182	concat
SRR172903.557960 USI-EAS376:2:7:429:459 length=75	1.72	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.571526729148143	concat
SRR172903.557960 USI-EAS376:2:7:429:459 length=75	1.72	1280	species	STAPHYLOCOCCUS AUREUS	0.285661273333571	concat
SRR172903.557960 USI-EAS376:2:7:429:459 length=75	1.72	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.142811997518286	concat
SRR172903.851419 USI-EAS376:2:10:1269:546 length=75	2.73	2160	genus	METHANOBACTERIUM	0.366780409503853	concat
SRR172903.851419 USI-EAS376:2:10:1269:546 length=75	2.73	868131	species	METHANOBACTERIUM SP. SWAN 1	0.326317850390869	concat
SRR172903.851419 USI-EAS376:2:10:1269:546 length=75	2.73	2159	family	METHANOBACTERIACEAE	0.0843672590622662	concat
SRR172903.851419 USI-EAS376:2:10:1269:546 length=75	2.73	2172	genus	METHANOBREVIBACTER	0.072541536645071	concat
SRR172903.851419 USI-EAS376:2:10:1269:546 length=75	2.73	Unknown	Unknown	Unclassifiable	0.14999294439794	concat
SRR172903.493613 USI-EAS376:2:6:894:453 length=75	2.73	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.142967469611857	concat
SRR172903.493613 USI-EAS376:2:6:894:453 length=75	2.73	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.142866404688857	concat
SRR172903.493613 USI-EAS376:2:6:894:453 length=75	2.73	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.142850064430857	concat
SRR172903.493613 USI-EAS376:2:6:894:453 length=75	2.73	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142835097856857	concat
SRR172903.493613 USI-EAS376:2:6:894:453 length=75	2.73	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142820139695857	concat
SRR172903.493613 USI-EAS376:2:6:894:453 length=75	2.73	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142791620421857	concat
SRR172903.493613 USI-EAS376:2:6:894:453 length=75	2.73	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0714346016469286	concat
SRR172903.493613 USI-EAS376:2:6:894:453 length=75	2.73	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0714346016469286	concat
SRR172903.496802 USI-EAS376:2:6:960:1623 length=75	1.75	1279	genus	STAPHYLOCOCCUS	0.234149343493766	concat
SRR172903.496802 USI-EAS376:2:6:960:1623 length=75	1.75	1283	species	STAPHYLOCOCCUS HAEMOLYTICUS	0.191841890987808	concat
SRR172903.496802 USI-EAS376:2:6:960:1623 length=75	1.75	629742	no rank	STAPHYLOCOCCUS HOMINIS SK119	0.120525889860879	concat
SRR172903.496802 USI-EAS376:2:6:960:1623 length=75	1.75	1290	species	STAPHYLOCOCCUS HOMINIS	0.120525889860879	concat
SRR172903.496802 USI-EAS376:2:6:960:1623 length=75	1.75	279808	no rank	STAPHYLOCOCCUS HAEMOLYTICUS JCSC1435	0.112411470890888	concat
SRR172903.496802 USI-EAS376:2:6:960:1623 length=75	1.75	1134914	no rank	STAPHYLOCOCCUS HAEMOLYTICUS R1P1	0.112030414756888	concat
SRR172903.496802 USI-EAS376:2:6:960:1623 length=75	1.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.108515100148891	concat
SRR172903.799258 USI-EAS376:2:10:148:1046 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.143572197863144	concat
SRR172903.799258 USI-EAS376:2:10:148:1046 length=75	1.75	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.143317467024143	concat
SRR172903.799258 USI-EAS376:2:10:148:1046 length=75	1.75	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.143084339456143	concat
SRR172903.799258 USI-EAS376:2:10:148:1046 length=75	1.75	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142408174467142	concat
SRR172903.799258 USI-EAS376:2:10:148:1046 length=75	1.75	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.142387084827142	concat
SRR172903.799258 USI-EAS376:2:10:148:1046 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.141647998617142	concat
SRR172903.799258 USI-EAS376:2:10:148:1046 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0717913688725718	concat
SRR172903.799258 USI-EAS376:2:10:148:1046 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0717913688725718	concat
SRR172903.201165 USI-EAS376:2:3:394:1687 length=75	3.71	59201	subspecies	SALMONELLA ENTERICA SUBSP. ENTERICA	0.571119881034571	concat
SRR172903.201165 USI-EAS376:2:3:394:1687 length=75	3.71	439843	no rank	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR SCHWARZENGRUND STR. CVM19633	0.143043987523143	concat
SRR172903.201165 USI-EAS376:2:3:394:1687 length=75	3.71	543	family	ENTEROBACTERIACEAE	0.142990181572143	concat
SRR172903.201165 USI-EAS376:2:3:394:1687 length=75	3.71	562	species	ESCHERICHIA COLI	0.142845949870143	concat
SRR172903.336387 USI-EAS376:2:4:1281:710 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.314359363520506	concat
SRR172903.336387 USI-EAS376:2:4:1281:710 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.271748044926196	concat
SRR172903.336387 USI-EAS376:2:4:1281:710 length=75	3.74	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.267614014616193	concat
SRR172903.336387 USI-EAS376:2:4:1281:710 length=75	3.74	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.146278576937105	concat
SRR172903.4082 USI-EAS376:2:1:92:269 length=75	1.66	857127	no rank	STREPTOCOCCUS MUTANS NLML9	0.143023903089286	concat
SRR172903.4082 USI-EAS376:2:1:92:269 length=75	1.66	857133	no rank	STREPTOCOCCUS MUTANS M21	0.142928846939286	concat
SRR172903.4082 USI-EAS376:2:1:92:269 length=75	1.66	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.142881342845286	concat
SRR172903.4082 USI-EAS376:2:1:92:269 length=75	1.66	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.142827074359286	concat
SRR172903.4082 USI-EAS376:2:1:92:269 length=75	1.66	857140	no rank	STREPTOCOCCUS MUTANS NVAB	0.142799951356286	concat
SRR172903.4082 USI-EAS376:2:1:92:269 length=75	1.66	1074176	no rank	STREPTOCOCCUS MUTANS TCI 260	0.142772830163286	concat
SRR172903.4082 USI-EAS376:2:1:92:269 length=75	1.66	857100	no rank	STREPTOCOCCUS MUTANS M230	0.142766051247286	concat
SRR172903.308457 USI-EAS376:2:4:733:631 length=75	1.72	562	species	ESCHERICHIA COLI	0.285660157768714	concat
SRR172903.308457 USI-EAS376:2:4:733:631 length=75	1.72	749539	no rank	ESCHERICHIA COLI MS 117 3	0.143052412757857	concat
SRR172903.308457 USI-EAS376:2:4:733:631 length=75	1.72	543	family	ENTEROBACTERIACEAE	0.142871225004857	concat
SRR172903.308457 USI-EAS376:2:4:733:631 length=75	1.72	59201	subspecies	SALMONELLA ENTERICA SUBSP. ENTERICA	0.142821831886857	concat
SRR172903.308457 USI-EAS376:2:4:733:631 length=75	1.72	913088	no rank	ESCHERICHIA COLI TW11681	0.142805412601857	concat
SRR172903.308457 USI-EAS376:2:4:733:631 length=75	1.72	754080	no rank	ESCHERICHIA COLI 3030 1	0.142788959979857	concat
SRR172903.906659 USI-EAS376:2:11:675:1163 length=75	3.74	1309	species	STREPTOCOCCUS MUTANS	0.805353613488322	concat
SRR172903.906659 USI-EAS376:2:11:675:1163 length=75	3.74	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.0973231932558389	concat
SRR172903.906659 USI-EAS376:2:11:675:1163 length=75	3.74	1074175	no rank	STREPTOCOCCUS MUTANS TCI 256	0.0973231932558389	concat
SRR172903.931075 USI-EAS376:2:11:1250:489 length=75	2.73	44689	species	DICTYOSTELIUM DISCOIDEUM	0.5	grc5
SRR172903.931075 USI-EAS376:2:11:1250:489 length=75	2.73	352472	no rank	DICTYOSTELIUM DISCOIDEUM AX4	0.5	grc5
SRR172903.686334 USI-EAS376:2:8:1361:1728 length=75	2.73	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.950616494216456	concat
SRR172903.686334 USI-EAS376:2:8:1361:1728 length=75	2.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.0420066080407002	concat
SRR172903.686334 USI-EAS376:2:8:1361:1728 length=75	2.73	764544	no rank	STAPHYLOCOCCUS EPIDERMIDIS FRI909	0.00737689774284354	concat
SRR172903.875647 USI-EAS376:2:10:1788:580 length=75	1.75	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.322034914545	concat
SRR172903.875647 USI-EAS376:2:10:1788:580 length=75	1.75	1063	species	RHODOBACTER SPHAEROIDES	0.116915589373	concat
SRR172903.875647 USI-EAS376:2:10:1788:580 length=75	1.75	349102	no rank	RHODOBACTER SPHAEROIDES ATCC 17025	0.116010003186	concat
SRR172903.875647 USI-EAS376:2:10:1788:580 length=75	1.75	95563	species	METHYLOBACTERIUM SP. B34	0.111266898078	concat
SRR172903.875647 USI-EAS376:2:10:1788:580 length=75	1.75	1423144	no rank	PHAEOBACTER GALLAECIENSIS DSM 26640	0.111258785866	concat
SRR172903.875647 USI-EAS376:2:10:1788:580 length=75	1.75	114615	species	BRADYRHIZOBIUM SP. ORS 278	0.111250198835	concat
SRR172903.875647 USI-EAS376:2:10:1788:580 length=75	1.75	1128328	no rank	BRADYRHIZOBIUM YUANMINGENSE CCBAU 35157	0.0556318050585	concat
SRR172903.875647 USI-EAS376:2:10:1788:580 length=75	1.75	108015	species	BRADYRHIZOBIUM YUANMINGENSE	0.0556318050585	concat
