	##Sequence_ID	Hit_Coordinates	NCBI_Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass	Markers_Hit
19493	SRR172903.775541 USI-EAS376:2:9:1431:1852 length=75	3.68	1280	species	STAPHYLOCOCCUS AUREUS	0.142570917983	concat
19495	SRR172903.775541 USI-EAS376:2:9:1431:1852 length=75	3.68	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.14205357964	concat
19496	SRR172903.775541 USI-EAS376:2:9:1431:1852 length=75	3.68	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.071751871299	concat
19497	SRR172903.775541 USI-EAS376:2:9:1431:1852 length=75	3.68	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.071751871299	concat
19498	SRR172903.102384 USI-EAS376:2:2:241:746 length=75	2.73	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.14554757286314599	concat
19499	SRR172903.102384 USI-EAS376:2:2:241:746 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.14501263581414497	concat
19500	SRR172903.102384 USI-EAS376:2:2:241:746 length=75	2.73	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.142005284615142	concat
19501	SRR172903.102384 USI-EAS376:2:2:241:746 length=75	2.73	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.141873367990142	concat
19502	SRR172903.102384 USI-EAS376:2:2:241:746 length=75	2.73	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.141851912622142	concat
19503	SRR172903.102384 USI-EAS376:2:2:241:746 length=75	2.73	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.141832240950142	concat
19504	SRR172903.102384 USI-EAS376:2:2:241:746 length=75	2.73	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0709384925725709	concat
19505	SRR172903.102384 USI-EAS376:2:2:241:746 length=75	2.73	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0709384925725709	concat
19506	SRR172903.878712 USI-EAS376:2:11:74:721 length=75	1.75	1279	genus	STAPHYLOCOCCUS	0.527629699356106	concat
19507	SRR172903.878712 USI-EAS376:2:11:74:721 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.16235262082603197	concat
19508	SRR172903.878712 USI-EAS376:2:11:74:721 length=75	1.75	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.0622303609729125	concat
19509	SRR172903.878712 USI-EAS376:2:11:74:721 length=75	1.75	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.0620415244888124	concat
19510	SRR172903.878712 USI-EAS376:2:11:74:721 length=75	1.75	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.0620325375006124	concat
19511	SRR172903.878712 USI-EAS376:2:11:74:721 length=75	1.75	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.0611579432322122	concat
19512	SRR172903.878712 USI-EAS376:2:11:74:721 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0312776568116563	concat
19513	SRR172903.878712 USI-EAS376:2:11:74:721 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0312776568116563	concat
19514	SRR172903.772883 USI-EAS376:2:9:1377:316 length=75	1.72	1279	genus	STAPHYLOCOCCUS	0.285074946653028	concat
19515	SRR172903.772883 USI-EAS376:2:9:1377:316 length=75	1.72	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.143184765951014	concat
19516	SRR172903.772883 USI-EAS376:2:9:1377:316 length=75	1.72	911238	no rank	STAPHYLOCOCCUS SIMIAE CCM 7213	0.142780013810014	concat
19517	SRR172903.772883 USI-EAS376:2:9:1377:316 length=75	1.72	308354	species	STAPHYLOCOCCUS SIMIAE	0.142780013810014	concat
19518	SRR172903.772883 USI-EAS376:2:9:1377:316 length=75	1.72	1280	species	STAPHYLOCOCCUS AUREUS	0.133412820615013	concat
19519	SRR172903.772883 USI-EAS376:2:9:1377:316 length=75	1.72	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.0769915835142077	concat
19520	SRR172903.772883 USI-EAS376:2:9:1377:316 length=75	1.72	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0378879278233538	concat
19521	SRR172903.772883 USI-EAS376:2:9:1377:316 length=75	1.72	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0378879278233538	concat
19522	SRR172903.758812 USI-EAS376:2:9:1087:612 length=75	4.66	857146	no rank	STREPTOCOCCUS MUTANS 4VF1	0.14427912683614402	concat
19523	SRR172903.758812 USI-EAS376:2:9:1087:612 length=75	4.66	857145	no rank	STREPTOCOCCUS MUTANS 15VF2	0.143558087081144	concat
19524	SRR172903.758812 USI-EAS376:2:9:1087:612 length=75	4.66	857123	no rank	STREPTOCOCCUS MUTANS NV1996	0.143083446761143	concat
19525	SRR172903.758812 USI-EAS376:2:9:1087:612 length=75	4.66	857150	no rank	STREPTOCOCCUS MUTANS 4SM1	0.142354331583142	concat
19526	SRR172903.758812 USI-EAS376:2:9:1087:612 length=75	4.66	857143	no rank	STREPTOCOCCUS MUTANS 11VS1	0.14232051909914198	concat
19527	SRR172903.758812 USI-EAS376:2:9:1087:612 length=75	4.66	1198676	no rank	STREPTOCOCCUS MUTANS GS 5	0.142219133599142	concat
19528	SRR172903.758812 USI-EAS376:2:9:1087:612 length=75	4.66	857108	no rank	STREPTOCOCCUS MUTANS SM1	0.142185355040142	concat
19529	SRR172903.287615 USI-EAS376:2:4:326:598 length=75	2.7	1309	species	STREPTOCOCCUS MUTANS	1.0	concat
19530	SRR172903.339822 USI-EAS376:2:4:1348:838 length=75	6.74	562	species	ESCHERICHIA COLI	0.7141692263067141	concat
19531	SRR172903.339822 USI-EAS376:2:4:1348:838 length=75	6.74	543	family	ENTEROBACTERIACEAE	0.28583077369328597	concat
19532	SRR172903.42958 USI-EAS376:2:1:855:554 length=75	3.68	408172	species	MARINE METAGENOME	0.266306151179787	concat
19533	SRR172903.42958 USI-EAS376:2:1:855:554 length=75	3.68	1063	species	RHODOBACTER SPHAEROIDES	0.253761899323797	concat
19534	SRR172903.42958 USI-EAS376:2:1:855:554 length=75	3.68	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.253622333865797	concat
19535	SRR172903.42958 USI-EAS376:2:1:855:554 length=75	3.68	371731	species	RHODOBACTER SP. SW2	0.0941390892815247	concat
19536	SRR172903.42958 USI-EAS376:2:1:855:554 length=75	3.68	1060	genus	RHODOBACTER	0.0670565502957464	concat
19537	SRR172903.42958 USI-EAS376:2:1:855:554 length=75	3.68	349102	no rank	RHODOBACTER SPHAEROIDES ATCC 17025	0.0531263784803575	concat
19538	SRR172903.42958 USI-EAS376:2:1:855:554 length=75	3.68	225422	species	OCEANIBULBUS INDOLIFEX	0.00399586585766347	concat
19539	SRR172903.42958 USI-EAS376:2:1:855:554 length=75	3.68	225421	genus	OCEANIBULBUS	0.00399586585766347	concat
19540	SRR172903.42958 USI-EAS376:2:1:855:554 length=75	3.68	391624	no rank	OCEANIBULBUS INDOLIFEX HEL 45	0.00399586585766347	concat
19541	SRR172903.843442 USI-EAS376:2:10:1092:1643 length=75	1.75	77133	species	UNCULTURED BACTERIUM	0.325306219018	16s_reps_bac
19542	SRR172903.843442 USI-EAS376:2:10:1092:1643 length=75	1.75	189668	species	UNCULTURED STAPHYLOCOCCUS SP.	0.13580742852	16s_reps_bac
19544	SRR172903.895235 USI-EAS376:2:11:428:1499 length=75	11.73	1280	species	STAPHYLOCOCCUS AUREUS	0.284642977641	concat
19545	SRR172903.895235 USI-EAS376:2:11:428:1499 length=75	11.73	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.14536998636	concat
19546	SRR172903.895235 USI-EAS376:2:11:428:1499 length=75	11.73	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142981254463	concat
19547	SRR172903.895235 USI-EAS376:2:11:428:1499 length=75	11.73	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.14296240427	concat
19548	SRR172903.895235 USI-EAS376:2:11:428:1499 length=75	11.73	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142918462307	concat
19549	SRR172903.895235 USI-EAS376:2:11:428:1499 length=75	11.73	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.141124914959	concat
19550	SRR172903.541217 USI-EAS376:2:7:89:1342 length=75	1.75	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.145164325745855	concat
19551	SRR172903.541217 USI-EAS376:2:7:89:1342 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.143048811736857	concat
19552	SRR172903.541217 USI-EAS376:2:7:89:1342 length=75	1.75	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.142707844135857	concat
19553	SRR172903.541217 USI-EAS376:2:7:89:1342 length=75	1.75	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142395984775858	concat
19554	SRR172903.541217 USI-EAS376:2:7:89:1342 length=75	1.75	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142084779736858	concat
19555	SRR172903.541217 USI-EAS376:2:7:89:1342 length=75	1.75	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.14149251099685903	concat
19556	SRR172903.541217 USI-EAS376:2:7:89:1342 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0715528714359285	concat
19557	SRR172903.541217 USI-EAS376:2:7:89:1342 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0715528714359285	concat
19558	SRR172903.314714 USI-EAS376:2:4:858:65 length=75	2.73	1063	species	RHODOBACTER SPHAEROIDES	0.34564673158945797	concat
19559	SRR172903.314714 USI-EAS376:2:4:858:65 length=75	2.73	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.164537393025885	concat
19560	SRR172903.314714 USI-EAS376:2:4:858:65 length=75	2.73	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.16355554219388502	concat
19561	SRR172903.314714 USI-EAS376:2:4:858:65 length=75	2.73	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.16338519933288598	concat
19562	SRR172903.314714 USI-EAS376:2:4:858:65 length=75	2.73	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.162875133857886	concat
19563	SRR172903.163790 USI-EAS376:2:2:1428:1788 length=75	2.67	1309	species	STREPTOCOCCUS MUTANS	1.0	concat
19565	SRR172903.704754 USI-EAS376:2:8:1747:690 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.428525774261	concat
19566	SRR172903.704754 USI-EAS376:2:8:1747:690 length=75	1.75	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.142849072616	concat
19567	SRR172903.926893 USI-EAS376:2:11:1151:1566 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.571504614153572	concat
19568	SRR172903.926893 USI-EAS376:2:11:1151:1566 length=75	3.74	979205	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM057	0.142918837769143	concat
19569	SRR172903.926893 USI-EAS376:2:11:1151:1566 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.142792544282143	concat
19570	SRR172903.926893 USI-EAS376:2:11:1151:1566 length=75	3.74	764544	no rank	STAPHYLOCOCCUS EPIDERMIDIS FRI909	0.142784003795143	concat
19571	SRR172903.888162 USI-EAS376:2:11:281:1984 length=75	3.74	1063	species	RHODOBACTER SPHAEROIDES	0.38343096788055503	concat
19572	SRR172903.888162 USI-EAS376:2:11:281:1984 length=75	3.74	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.154478384250861	concat
19573	SRR172903.888162 USI-EAS376:2:11:281:1984 length=75	3.74	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.154130396790861	concat
19574	SRR172903.888162 USI-EAS376:2:11:281:1984 length=75	3.74	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.154070266599861	concat
19575	SRR172903.888162 USI-EAS376:2:11:281:1984 length=75	3.74	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.153889984477862	concat
19576	SRR172903.699691 USI-EAS376:2:8:1639:302 length=75	2.73	1074155	no rank	STREPTOCOCCUS MUTANS TCI 204	0.14360283291385598	concat
19577	SRR172903.699691 USI-EAS376:2:8:1639:302 length=75	2.73	1074102	no rank	STREPTOCOCCUS MUTANS TCI 70	0.14360282184285597	concat
19578	SRR172903.699691 USI-EAS376:2:8:1639:302 length=75	2.73	511691	no rank	STREPTOCOCCUS MUTANS NN2025	0.14350394341985598	concat
19579	SRR172903.699691 USI-EAS376:2:8:1639:302 length=75	2.73	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.142616961857857	concat
19580	SRR172903.699691 USI-EAS376:2:8:1639:302 length=75	2.73	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.142355163825858	concat
19581	SRR172903.699691 USI-EAS376:2:8:1639:302 length=75	2.73	857140	no rank	STREPTOCOCCUS MUTANS NVAB	0.142224445266858	concat
19582	SRR172903.699691 USI-EAS376:2:8:1639:302 length=75	2.73	1074176	no rank	STREPTOCOCCUS MUTANS TCI 260	0.142093830872858	concat
19583	SRR172903.745514 USI-EAS376:2:9:801:2 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.217269566067	concat
19584	SRR172903.745514 USI-EAS376:2:9:801:2 length=75	2.73	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.131362257874	concat
19585	SRR172903.745514 USI-EAS376:2:9:801:2 length=75	2.73	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.130423587309	concat
19586	SRR172903.745514 USI-EAS376:2:9:801:2 length=75	2.73	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.130287987407	concat
19587	SRR172903.745514 USI-EAS376:2:9:801:2 length=75	2.73	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.130167571018	concat
19588	SRR172903.745514 USI-EAS376:2:9:801:2 length=75	2.73	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.129927239744	concat
19589	SRR172903.745514 USI-EAS376:2:9:801:2 length=75	2.73	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0652808952905	concat
19590	SRR172903.745514 USI-EAS376:2:9:801:2 length=75	2.73	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0652808952905	concat
19591	SRR172903.743205 USI-EAS376:2:9:753:249 length=75	3.65	31989	family	RHODOBACTERACEAE	0.0547151603876781	hsp70
19594	SRR172903.707262 USI-EAS376:2:9:10:1140 length=75	3.74	562	species	ESCHERICHIA COLI	0.428571335351	concat
19595	SRR172903.707262 USI-EAS376:2:9:10:1140 length=75	3.74	543	family	ENTEROBACTERIACEAE	0.142857317365	concat
19596	SRR172903.605458 USI-EAS376:2:7:1436:820 length=75	2.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.434765604631435	concat
19597	SRR172903.605458 USI-EAS376:2:7:1436:820 length=75	2.73	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.143049275484143	concat
19598	SRR172903.605458 USI-EAS376:2:7:1436:820 length=75	2.73	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.141315214282141	concat
19599	SRR172903.605458 USI-EAS376:2:7:1436:820 length=75	2.73	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.141219521435141	concat
19600	SRR172903.605458 USI-EAS376:2:7:1436:820 length=75	2.73	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.13965038416714	concat
19601	SRR172903.172317 USI-EAS376:2:2:1597:1278 length=75	3.62	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.32715755686500003	concat
19602	SRR172903.172317 USI-EAS376:2:2:1597:1278 length=75	3.62	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.326503013454	concat
19603	SRR172903.172317 USI-EAS376:2:2:1597:1278 length=75	3.62	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.2073946931248	concat
19604	SRR172903.172317 USI-EAS376:2:2:1597:1278 length=75	3.62	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.135314511307	concat
19605	SRR172903.172317 USI-EAS376:2:2:1597:1278 length=75	3.62	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.0018154710067300002	concat
19606	SRR172903.172317 USI-EAS376:2:2:1597:1278 length=75	3.62	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.0018147542424700003	concat
19607	SRR172903.919545 USI-EAS376:2:11:978:195 length=75	2.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.334565525246967	concat
19608	SRR172903.919545 USI-EAS376:2:11:978:195 length=75	2.73	1279	genus	STAPHYLOCOCCUS	0.19589657181368	concat
19609	SRR172903.919545 USI-EAS376:2:11:978:195 length=75	2.73	29388	species	STAPHYLOCOCCUS CAPITIS	0.12434640423998801	concat
19610	SRR172903.919545 USI-EAS376:2:11:978:195 length=75	2.73	308354	species	STAPHYLOCOCCUS SIMIAE	0.0927477415089907	concat
19611	SRR172903.919545 USI-EAS376:2:11:978:195 length=75	2.73	911238	no rank	STAPHYLOCOCCUS SIMIAE CCM 7213	0.0927477415089907	concat
19612	SRR172903.919545 USI-EAS376:2:11:978:195 length=75	2.73	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.0830756617826917	concat
19613	SRR172903.919545 USI-EAS376:2:11:978:195 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.0766203538986923	concat
19614	SRR172903.623882 USI-EAS376:2:8:41:1539 length=75	2.73	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.143567708525	concat
19615	SRR172903.623882 USI-EAS376:2:8:41:1539 length=75	2.73	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.143121827471	concat
19616	SRR172903.623882 USI-EAS376:2:8:41:1539 length=75	2.73	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142908933835	concat
19617	SRR172903.623882 USI-EAS376:2:8:41:1539 length=75	2.73	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.14250334957	concat
19618	SRR172903.623882 USI-EAS376:2:8:41:1539 length=75	2.73	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.142484051483	concat
19619	SRR172903.623882 USI-EAS376:2:8:41:1539 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.141807466779	concat
19620	SRR172903.623882 USI-EAS376:2:8:41:1539 length=75	2.73	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0718033311685	concat
19621	SRR172903.623882 USI-EAS376:2:8:41:1539 length=75	2.73	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0718033311685	concat
19622	SRR172903.251412 USI-EAS376:2:3:1374:817 length=75	2.64	1309	species	STREPTOCOCCUS MUTANS	0.571428573513	concat
19623	SRR172903.251412 USI-EAS376:2:3:1374:817 length=75	2.64	1313	species	STREPTOCOCCUS PNEUMONIAE	0.428571426487	concat
19624	SRR172903.199002 USI-EAS376:2:3:353:181 length=75	3.74	287	species	PSEUDOMONAS AERUGINOSA	0.42909662044200003	concat
19625	SRR172903.199002 USI-EAS376:2:3:353:181 length=75	3.74	286	genus	PSEUDOMONAS	0.143080345229	concat
19626	SRR172903.199002 USI-EAS376:2:3:353:181 length=75	3.74	1134459	no rank	PSEUDOMONAS AERUGINOSA PADK2_CF510	0.142809590303	concat
19627	SRR172903.199002 USI-EAS376:2:3:353:181 length=75	3.74	1163394	no rank	PSEUDOMONAS AERUGINOSA ATCC 700888	0.14255738589000003	concat
19628	SRR172903.199002 USI-EAS376:2:3:353:181 length=75	3.74	665948	species	PSEUDOMONAS SP. 2_1_26	0.142456058136	concat
19629	SRR172903.656198 USI-EAS376:2:8:709:1047 length=75	1.69	470	species	ACINETOBACTER BAUMANNII	0.571644779789572	concat
19630	SRR172903.656198 USI-EAS376:2:8:709:1047 length=75	1.69	469	genus	ACINETOBACTER	0.285566713028286	concat
19631	SRR172903.656198 USI-EAS376:2:8:709:1047 length=75	1.69	575584	no rank	ACINETOBACTER BAUMANNII ATCC 19606 = CIP 70.34	0.142788507182143	concat
19632	SRR172903.302498 USI-EAS376:2:4:617:1870 length=75	1.72	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.484171153125	concat
19633	SRR172903.302498 USI-EAS376:2:4:617:1870 length=75	1.72	1279	genus	STAPHYLOCOCCUS	0.273911470959	concat
19634	SRR172903.302498 USI-EAS376:2:4:617:1870 length=75	1.72	979205	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM057	0.121217509932	concat
19635	SRR172903.302498 USI-EAS376:2:4:617:1870 length=75	1.72	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.12069986598400001	concat
19636	SRR172903.495387 USI-EAS376:2:6:930:418 length=75	3.68	1063	species	RHODOBACTER SPHAEROIDES	0.47805859595747796	concat
19637	SRR172903.495387 USI-EAS376:2:6:930:418 length=75	3.68	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.130569340974131	concat
19638	SRR172903.495387 USI-EAS376:2:6:930:418 length=75	3.68	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.130510020758131	concat
19639	SRR172903.495387 USI-EAS376:2:6:930:418 length=75	3.68	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.13049025373013	concat
19640	SRR172903.495387 USI-EAS376:2:6:930:418 length=75	3.68	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.13037178858013002	concat
19641	SRR172903.763918 USI-EAS376:2:9:1193:538 length=75	1.63	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.42957063513657107	concat
19642	SRR172903.763918 USI-EAS376:2:9:1193:538 length=75	1.63	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.14288748683085697	concat
19643	SRR172903.763918 USI-EAS376:2:9:1193:538 length=75	1.63	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.142609112561857	concat
19644	SRR172903.763918 USI-EAS376:2:9:1193:538 length=75	1.63	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.142593666530857	concat
19645	SRR172903.763918 USI-EAS376:2:9:1193:538 length=75	1.63	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.142339098939858	concat
19646	SRR172903.526587 USI-EAS376:2:6:1569:469 length=75	3.71	1063	species	RHODOBACTER SPHAEROIDES	0.38280424367399996	concat
19647	SRR172903.526587 USI-EAS376:2:6:1569:469 length=75	3.71	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.23735867872400002	concat
19648	SRR172903.526587 USI-EAS376:2:6:1569:469 length=75	3.71	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.12663816072999998	concat
19649	SRR172903.526587 USI-EAS376:2:6:1569:469 length=75	3.71	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.126606438548	concat
19650	SRR172903.526587 USI-EAS376:2:6:1569:469 length=75	3.71	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.126592478324	concat
19651	SRR172903.452217 USI-EAS376:2:6:53:842 length=75	1.72	1280	species	STAPHYLOCOCCUS AUREUS	0.34867704312799996	concat
19652	SRR172903.452217 USI-EAS376:2:6:53:842 length=75	1.72	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.311050126118	concat
19653	SRR172903.452217 USI-EAS376:2:6:53:842 length=75	1.72	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.17412782733600002	concat
19654	SRR172903.452217 USI-EAS376:2:6:53:842 length=75	1.72	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.166145003418	concat
19656	SRR172903.243924 USI-EAS376:2:3:1227:56 length=75	2.64	1280	species	STAPHYLOCOCCUS AUREUS	0.284999032888	concat
19657	SRR172903.243924 USI-EAS376:2:3:1227:56 length=75	2.64	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.142198335736	concat
19658	SRR172903.398853 USI-EAS376:2:5:755:470 length=75	3.68	765064	no rank	PROPIONIBACTERIUM ACNES HL097PA1	0.40606540983999995	concat
19660	SRR172903.650346 USI-EAS376:2:8:587:1150 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.4401330227017129	concat
19661	SRR172903.650346 USI-EAS376:2:8:587:1150 length=75	2.73	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.18513150864509803	concat
19662	SRR172903.650346 USI-EAS376:2:8:587:1150 length=75	2.73	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.185129452986098	concat
19663	SRR172903.650346 USI-EAS376:2:8:587:1150 length=75	2.73	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.184222121677098	concat
19664	SRR172903.650346 USI-EAS376:2:8:587:1150 length=75	2.73	308354	species	STAPHYLOCOCCUS SIMIAE	0.00269194699499643	concat
19665	SRR172903.650346 USI-EAS376:2:8:587:1150 length=75	2.73	911238	no rank	STAPHYLOCOCCUS SIMIAE CCM 7213	0.00269194699499643	concat
19666	SRR172903.662659 USI-EAS376:2:8:852:916 length=75	2.67	1063	species	RHODOBACTER SPHAEROIDES	0.40307405954000003	concat
19667	SRR172903.662659 USI-EAS376:2:8:852:916 length=75	2.67	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.186095673707	concat
19668	SRR172903.662659 USI-EAS376:2:8:852:916 length=75	2.67	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.185821172145	concat
19669	SRR172903.662659 USI-EAS376:2:8:852:916 length=75	2.67	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.120580745798	concat
19670	SRR172903.662659 USI-EAS376:2:8:852:916 length=75	2.67	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.10442834881000002	concat
19671	SRR172903.445179 USI-EAS376:2:5:1690:1486 length=75	1.75	1063	species	RHODOBACTER SPHAEROIDES	0.405961484002406	concat
19672	SRR172903.445179 USI-EAS376:2:5:1690:1486 length=75	1.75	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.148526577241149	concat
19673	SRR172903.445179 USI-EAS376:2:5:1690:1486 length=75	1.75	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.148509829780149	concat
19674	SRR172903.445179 USI-EAS376:2:5:1690:1486 length=75	1.75	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.148506321164149	concat
